Ticker:,Buy Date:,Seg:,1D inc:,1W inc:,1M inc:,1Y inc:,1W runup:,1M runup:
$FUN,        10/30/2019,        L,        1.11%,       1.69%,       1.23%,       -53.73%,       -2.37%,       -5.48%
$IDXX,        10/30/2019,        L,        4.08%,       -4.53%,       -8.13%,       61.33%,       2.21%,       0.71%
$MGM,        10/30/2019,        L,        -0.45%,       6.6%,       11.6%,       -25.64%,       2.14%,       3.28%
$MRK,        10/30/2019,        D,        0.51%,       -3.44%,       1.11%,       -11.98%,       4.04%,       2.42%
$MRVL,        10/30/2019,        L,        -0.04%,       9.26%,       8.07%,       56.6%,       4.54%,       -2.28%
$PFE,        10/30/2019,        D,        -0.29%,       -2.26%,       0.1%,       -8.32%,       4.65%,       7.1%
$SPOT,        10/30/2019,        F,        2.74%,       5.72%,       1.5%,       90.01%,       18.79%,       23.2%
$SQ,        10/30/2019,        L,        -1.17%,       -1.32%,       11.2%,       173.26%,       6.51%,       0.34%
$TREX,        10/30/2019,        I,        4.38%,       5.89%,       2.21%,       69.76%,       -6.72%,       -7.4%
$WING,        10/30/2019,        I,        -1.8%,       -8.79%,       -5.84%,       41.14%,       0.76%,       -2.66%
$ARWR,        10/29/2019,        L,        0.33%,       -0.43%,       82.98%,       48.92%,       2.37%,       48.0%
$CONE,        10/29/2019,        L,        0.74%,       -6.69%,       -15.84%,       -3.11%,       -2.59%,       -4.64%
$CVS,        10/29/2019,        L,        1.76%,       2.17%,       14.24%,       -14.14%,       -1.01%,       6.14%
$KEYS,        10/29/2019,        L,        -1.06%,       -0.26%,       2.53%,       -0.09%,       1.84%,       8.41%
$PFPT,        10/29/2019,        L,        1.75%,       -0.52%,       2.44%,       -9.99%,       -3.3%,       -6.53%
$TWTR,        10/29/2019,        F,        0.03%,       -0.13%,       3.55%,       62.58%,       -23.09%,       -27.81%
$ZBRA,        10/29/2019,        I,        0.52%,       1.55%,       5.6%,       20.01%,       16.9%,       17.54%
$AMD,        10/28/2019,        D,        -1.96%,       7.72%,       16.98%,       134.13%,       5.18%,       17.31%
$BAC,        10/28/2019,        D,        0.72%,       1.76%,       4.96%,       -25.09%,       2.64%,       8.48%
$CAT,        10/28/2019,        D,        0.91%,       4.9%,       4.02%,       12.74%,       5.92%,       10.64%
$CME,        10/28/2019,        L,        0.17%,       -1.81%,       0.16%,       -20.53%,       -2.63%,       -6.19%
$CSX,        10/28/2019,        D,        -0.96%,       2.75%,       0.52%,       9.19%,       1.09%,       3.79%
$DE,        10/28/2019,        D,        0.44%,       3.32%,       -2.47%,       31.82%,       -0.39%,       4.26%
$DOW,        10/28/2019,        F,        0.55%,       5.78%,       5.99%,       -9.06%,       8.68%,       8.8%
$INTC,        10/28/2019,        D,        -0.74%,       1.5%,       3.08%,       -19.59%,       8.88%,       11.78%
$IRM,        10/28/2019,        L,        0.51%,       2.11%,       -4.99%,       -19.73%,       -0.82%,       4.6%
$ITW,        10/28/2019,        D,        1.47%,       3.27%,       3.04%,       16.88%,       6.55%,       9.68%
$JPM,        10/28/2019,        D,        -0.06%,       1.83%,       4.39%,       -21.48%,       2.4%,       7.47%
$MA,        10/28/2019,        D,        -0.59%,       0.14%,       5.72%,       14.92%,       0.59%,       2.53%
$MDLZ,        10/28/2019,        L,        0.8%,       -1.28%,       0.61%,       4.96%,       -2.17%,       -5.38%
$MSFT,        10/28/2019,        F,        -0.94%,       0.25%,       5.64%,       47.9%,       4.16%,       4.69%
$PPG,        10/28/2019,        D,        1.08%,       3.54%,       4.43%,       2.97%,       -0.78%,       4.64%
$T,        10/28/2019,        F,        -1.12%,       1.04%,       -2.16%,       -30.06%,       0.68%,       2.83%
$UNP,        10/28/2019,        D,        -0.33%,       3.44%,       3.77%,       5.17%,       2.2%,       4.95%
$V,        10/28/2019,        D,        -1.23%,       -0.49%,       2.52%,       5.68%,       1.93%,       3.36%
$WEN,        10/28/2019,        L,        0.53%,       -1.77%,       4.16%,       12.42%,       -3.06%,       4.6%
$AAL,        10/25/2019,        I,        1.62%,       -0.97%,       -6.06%,       -61.76%,       9.36%,       12.46%
$AAPL,        10/25/2019,        D,        1.0%,       3.75%,       8.03%,       86.63%,       4.3%,       11.56%
$AMD,        10/25/2019,        D,        3.0%,       6.66%,       21.64%,       151.39%,       5.62%,       10.73%
$BMY,        10/25/2019,        D,        1.11%,       3.97%,       2.16%,       8.53%,       3.68%,       10.31%
$EL,        10/25/2019,        D,        -1.55%,       -1.09%,       3.22%,       23.08%,       1.67%,       -2.46%
$HON,        10/25/2019,        F,        0.61%,       2.62%,       2.84%,       -0.85%,       3.66%,       2.82%
$MA,        10/25/2019,        D,        2.12%,       3.28%,       6.45%,       17.72%,       -0.16%,       -0.94%
$MRK,        10/25/2019,        D,        -0.07%,       3.26%,       4.18%,       -4.16%,       -2.86%,       -1.01%
$NVDA,        10/25/2019,        L,        1.1%,       -0.95%,       8.15%,       156.99%,       7.38%,       14.76%
$SHOP,        10/25/2019,        D,        2.36%,       -0.22%,       -0.12%,       227.0%,       0.99%,       0.91%
$T,        10/25/2019,        D,        4.28%,       5.53%,       0.95%,       -25.82%,       -4.06%,       -1.26%
$TSN,        10/25/2019,        L,        4.59%,       6.65%,       12.93%,       -26.78%,       -4.78%,       -8.71%
$ADBE,        10/24/2019,        D,        0.47%,       3.05%,       13.19%,       81.13%,       0.17%,       -1.02%
$AEP,        10/24/2019,        I,        -1.43%,       -1.39%,       -5.05%,       -4.01%,       2.92%,       1.19%
$CMG,        10/24/2019,        D,        -1.31%,       -2.53%,       -1.48%,       67.73%,       -3.71%,       -3.17%
$CNC,        10/24/2019,        I,        1.24%,       11.42%,       28.4%,       41.52%,       0.97%,       4.06%
$COST,        10/24/2019,        D,        -0.19%,       0.02%,       0.67%,       26.11%,       -1.77%,       3.17%
$CRM,        10/24/2019,        D,        1.6%,       5.65%,       9.18%,       69.13%,       1.33%,       -2.58%
$DOW,        10/24/2019,        D,        2.04%,       2.06%,       11.58%,       -1.9%,       3.47%,       6.16%
$KO,        10/24/2019,        D,        -1.57%,       -0.33%,       -2.55%,       -7.49%,       1.52%,       0.57%
$LRCX,        10/24/2019,        D,        1.68%,       2.05%,       1.28%,       33.25%,       12.49%,       12.61%
$MKC,        10/24/2019,        L,        -0.39%,       0.43%,       4.14%,       22.79%,       -1.3%,       0.1%
$MSFT,        10/24/2019,        D,        0.56%,       2.45%,       8.07%,       54.52%,       0.18%,       1.86%
$NKE,        10/24/2019,        D,        -0.63%,       -2.13%,       1.53%,       42.07%,       -4.25%,       4.96%
$NOW,        10/24/2019,        D,        1.45%,       3.99%,       17.65%,       116.17%,       -6.5%,       -7.66%
$NVCR,        10/24/2019,        L,        -4.64%,       0.03%,       29.49%,       72.81%,       -8.11%,       -7.2%
$PEP,        10/24/2019,        D,        -0.91%,       -0.52%,       -2.94%,       1.21%,       0.68%,       1.87%
$PYPL,        10/24/2019,        D,        2.17%,       -0.77%,       -0.44%,       93.54%,       1.24%,       1.18%
$SBUX,        10/24/2019,        L,        0.24%,       1.66%,       0.69%,       9.16%,       -3.6%,       -7.5%
$TSLA,        10/24/2019,        D,        9.49%,       5.09%,       12.23%,       601.8%,       14.39%,       34.26%
$VMW,        10/24/2019,        D,        0.89%,       0.31%,       6.94%,       -5.44%,       3.75%,       7.96%
$WMT,        10/24/2019,        D,        -0.05%,       -1.54%,       -0.15%,       20.78%,       -0.62%,       0.59%
$AAPL,        10/23/2019,        D,        0.16%,       0.03%,       7.65%,       90.39%,       3.76%,       11.18%
$ABT,        10/23/2019,        D,        0.11%,       3.37%,       3.04%,       34.71%,       -0.62%,       -2.27%
$AMRN,        10/23/2019,        L,        1.49%,       -2.27%,       24.91%,       -70.01%,       4.3%,       0.54%
$CAT,        10/23/2019,        D,        -1.1%,       3.69%,       6.31%,       25.36%,       3.96%,       5.39%
$CMG,        10/23/2019,        D,        1.29%,       -1.61%,       -1.98%,       64.97%,       -4.26%,       -6.53%
$CSX,        10/23/2019,        I,        -0.83%,       -1.67%,       -2.42%,       13.11%,       4.72%,       4.94%
$EW,        10/23/2019,        D,        1.63%,       6.2%,       6.94%,       5.76%,       -0.51%,       2.49%
$EXAS,        10/23/2019,        L,        1.69%,       -3.99%,       -11.25%,       22.39%,       -10.33%,       -15.68%
$ISRG,        10/23/2019,        D,        1.5%,       3.05%,       5.49%,       35.77%,       1.81%,       2.25%
$MDT,        10/23/2019,        D,        0.07%,       3.16%,       5.32%,       6.29%,       -3.02%,       -5.07%
$NOW,        10/23/2019,        I,        8.08%,       13.61%,       27.26%,       129.97%,       -13.59%,       -17.6%
$SNAP,        10/23/2019,        L,        2.58%,       12.75%,       15.78%,       195.68%,       -3.58%,       -23.01%
$UTX,        10/23/2019,        L,        --%,       --%,       --%,       --%,       --%,       --%
$WEC,        10/23/2019,        L,        0.92%,       0.69%,       -4.96%,       9.29%,       0.42%,       -0.86%
$BIIB,        10/22/2019,        F,        -1.08%,       5.55%,       2.34%,       -4.6%,       24.69%,       18.04%
$BMY,        10/22/2019,        D,        0.64%,       2.48%,       4.47%,       10.31%,       5.0%,       7.61%
$CNC,        10/22/2019,        D,        -0.74%,       2.38%,       22.44%,       35.34%,       7.83%,       5.09%
$D,        10/22/2019,        L,        -0.12%,       -1.3%,       0.24%,       -3.13%,       1.77%,       2.45%
$DIS,        10/22/2019,        L,        -0.96%,       -2.21%,       10.95%,       -4.36%,       2.03%,       0.1%
$ED,        10/22/2019,        L,        0.45%,       -1.99%,       -6.93%,       -13.88%,       2.8%,       0.95%
$HAS,        10/22/2019,        I,        -0.62%,       -1.38%,       -4.6%,       -13.07%,       -17.99%,       -14.97%
$LOGI,        10/22/2019,        I,        0.8%,       1.8%,       6.98%,       130.48%,       -1.91%,       -1.31%
$TEL,        10/22/2019,        L,        -0.4%,       0.54%,       -3.27%,       12.76%,       2.06%,       0.79%
$AAPL,        10/21/2019,        D,        -0.23%,       3.55%,       9.43%,       95.43%,       1.97%,       10.46%
$AMD,        10/21/2019,        L,        -1.62%,       5.18%,       27.94%,       154.64%,       4.91%,       6.59%
$D,        10/21/2019,        L,        0.49%,       -1.32%,       0.58%,       -1.63%,       1.45%,       1.95%
$DOV,        10/21/2019,        F,        0.61%,       0.7%,       4.91%,       10.39%,       7.9%,       4.63%
$HON,        10/21/2019,        D,        0.0%,       2.21%,       4.9%,       2.56%,       3.66%,       0.37%
$JPM,        10/21/2019,        D,        1.0%,       2.4%,       4.92%,       -18.76%,       6.1%,       3.91%
$NVDA,        10/21/2019,        L,        -0.2%,       5.5%,       7.74%,       178.47%,       5.08%,       13.5%
$SGEN,        10/21/2019,        L,        -2.23%,       4.84%,       19.77%,       96.27%,       22.41%,       36.32%
$TNDM,        10/21/2019,        L,        -1.17%,       3.48%,       8.07%,       84.05%,       12.03%,       -0.7%
$UNP,        10/21/2019,        D,        2.21%,       2.2%,       4.2%,       23.77%,       4.71%,       0.41%
$AXP,        10/18/2019,        F,        1.96%,       1.28%,       2.48%,       -12.24%,       0.31%,       -1.67%
$C,        10/18/2019,        D,        2.97%,       4.92%,       6.68%,       -38.49%,       -0.51%,       -0.5%
$CMG,        10/18/2019,        D,        1.2%,       -6.37%,       -8.34%,       58.72%,       1.34%,       0.78%
$DHR,        10/18/2019,        D,        0.16%,       -1.55%,       1.61%,       62.18%,       -0.51%,       -4.13%
$GS,        10/18/2019,        F,        1.32%,       3.73%,       6.4%,       -0.4%,       0.9%,       -4.86%
$JPM,        10/18/2019,        D,        2.48%,       4.54%,       8.34%,       -17.22%,       3.81%,       0.67%
$KMB,        10/18/2019,        D,        1.44%,       -2.2%,       -3.43%,       9.9%,       -0.3%,       3.1%
$MCD,        10/18/2019,        D,        0.65%,       -6.66%,       -6.82%,       8.39%,       -0.25%,       -0.92%
$MSFT,        10/18/2019,        D,        0.74%,       2.42%,       9.41%,       55.9%,       -1.63%,       -0.8%
$MU,        10/18/2019,        L,        4.03%,       10.49%,       10.01%,       21.07%,       -3.61%,       -13.89%
$NOW,        10/18/2019,        D,        -0.86%,       -0.73%,       9.59%,       114.79%,       -10.11%,       -8.6%
$PG,        10/18/2019,        D,        1.37%,       4.92%,       3.76%,       20.81%,       -2.99%,       -3.25%
$RING,        10/18/2019,        L,        -1.73%,       2.14%,       0.05%,       48.59%,       1.43%,       -0.99%
$TMO,        10/18/2019,        D,        0.75%,       5.42%,       6.95%,       63.92%,       -0.78%,       -4.59%
$UTX,        10/18/2019,        D,        --%,       --%,       --%,       --%,       --%,       --%
$VFC,        10/18/2019,        D,        1.03%,       -9.0%,       -5.66%,       -21.55%,       1.74%,       5.57%
$ARWR,        10/17/2019,        I,        -1.78%,       0.74%,       31.61%,       34.92%,       14.37%,       23.9%
$FUN,        10/17/2019,        L,        1.19%,       0.63%,       -2.35%,       -55.75%,       -2.17%,       3.07%
$HON,        10/17/2019,        D,        -1.16%,       2.35%,       7.33%,       4.38%,       4.07%,       0.64%
$SAM,        10/17/2019,        L,        -2.18%,       -5.24%,       -8.7%,       135.33%,       5.29%,       14.3%
$UNH,        10/17/2019,        D,        0.69%,       0.34%,       12.01%,       35.39%,       8.91%,       4.8%
$URI,        10/17/2019,        D,        0.59%,       3.21%,       19.84%,       50.85%,       12.87%,       0.79%
$ZBRA,        10/17/2019,        L,        -1.3%,       2.6%,       13.99%,       42.42%,       7.79%,       -2.5%
$ABBV,        10/16/2019,        D,        0.52%,       4.01%,       18.57%,       14.02%,       1.98%,       5.91%
$BAC,        10/16/2019,        D,        0.3%,       4.14%,       9.15%,       -19.95%,       8.17%,       0.13%
$CRM,        10/16/2019,        I,        -0.54%,       -1.25%,       11.05%,       75.36%,       -0.05%,       -3.95%
$JPM,        10/16/2019,        D,        0.56%,       4.55%,       8.23%,       -15.01%,       6.26%,       0.44%
$PG,        10/16/2019,        L,        -0.77%,       4.65%,       2.56%,       22.38%,       -3.65%,       -1.85%
$SHOP,        10/16/2019,        L,        2.38%,       -8.19%,       -3.48%,       233.18%,       3.12%,       -4.23%
$TMO,        10/16/2019,        L,        0.37%,       5.83%,       9.36%,       65.58%,       1.46%,       -5.0%
$UNH,        10/16/2019,        D,        2.82%,       4.56%,       13.68%,       36.96%,       6.71%,       1.09%
$WEX,        10/16/2019,        I,        -0.38%,       -5.17%,       -3.58%,       -28.2%,       6.37%,       -2.29%
$AXP,        10/11/2019,        D,        -0.01%,       0.31%,       3.87%,       -8.41%,       1.74%,       -1.36%
$BLFS,        10/11/2019,        M,        6.44%,       7.36%,       9.99%,       84.94%,       -2.19%,       -20.32%
$BOOT,        10/11/2019,        L,        2.16%,       4.66%,       17.38%,       -3.86%,       0.34%,       -0.93%
$C,        10/11/2019,        D,        0.2%,       -0.51%,       7.85%,       -34.55%,       2.82%,       1.74%
$GS,        10/11/2019,        D,        0.56%,       0.9%,       7.01%,       4.61%,       1.93%,       -5.59%
$IBM,        10/11/2019,        D,        -0.5%,       -6.07%,       -5.11%,       -10.89%,       -0.16%,       -0.58%
$INMD,        10/11/2019,        M,        11.54%,       6.53%,       86.41%,       60.63%,       -0.69%,       -9.24%
$JPM,        10/11/2019,        D,        0.27%,       3.81%,       11.86%,       -11.8%,       1.33%,       -0.9%
$KO,        10/11/2019,        D,        0.0%,       2.78%,       -2.74%,       -4.15%,       -2.27%,       -2.68%
$MGM,        10/11/2019,        L,        -0.39%,       -0.75%,       11.97%,       -23.79%,       2.89%,       -2.33%
$MS,        10/11/2019,        D,        0.76%,       4.13%,       17.08%,       21.01%,       2.82%,       -4.57%
$TER,        10/11/2019,        L,        -0.92%,       -3.68%,       4.72%,       41.6%,       2.03%,       5.94%
$UNH,        10/11/2019,        D,        -0.67%,       10.48%,       14.42%,       48.59%,       1.03%,       -5.18%
$WDAY,        10/11/2019,        D,        -0.11%,       -14.35%,       -9.13%,       26.46%,       3.77%,       4.57%
$WEN,        10/11/2019,        I,        1.78%,       3.95%,       0.1%,       14.58%,       0.43%,       5.91%
$ANTM,        10/10/2019,        L,        0.13%,       5.07%,       17.67%,       24.1%,       -0.42%,       -6.08%
$HRL,        10/10/2019,        I,        -1.22%,       -1.94%,       -0.12%,       17.49%,       -3.21%,       -4.58%
$VZ,        10/10/2019,        L,        0.17%,       0.97%,       -0.37%,       -0.84%,       1.39%,       0.2%
$COST,        10/08/2019,        D,        1.72%,       2.23%,       4.56%,       24.37%,       2.8%,       -3.91%
$DPZ,        10/08/2019,        I,        -2.09%,       0.89%,       11.52%,       70.05%,       3.14%,       6.8%
$EMR,        10/08/2019,        I,        0.73%,       7.24%,       16.83%,       9.06%,       -3.2%,       1.46%
$TGT,        10/08/2019,        D,        1.7%,       3.11%,       1.91%,       48.06%,       2.44%,       -1.21%
$VTR,        10/08/2019,        D,        0.75%,       -1.24%,       -17.98%,       -39.88%,       0.81%,       -2.76%
$WMT,        10/08/2019,        D,        1.15%,       1.66%,       2.25%,       19.82%,       -0.23%,       2.48%
$AAPL,        10/07/2019,        F,        -1.17%,       3.88%,       13.29%,       99.35%,       1.38%,       6.47%
$CCL,        10/07/2019,        L,        -1.91%,       2.76%,       8.46%,       -62.87%,       -6.41%,       -10.52%
$COST,        10/07/2019,        F,        -0.52%,       1.4%,       2.78%,       22.13%,       1.84%,       -3.41%
$DIS,        10/07/2019,        L,        -1.86%,       -0.92%,       0.28%,       -7.62%,       0.45%,       -6.2%
$FUN,        10/07/2019,        F,        1.03%,       -0.66%,       -2.28%,       -52.75%,       -1.64%,       0.17%
$LDOS,        10/07/2019,        L,        -2.34%,       -1.6%,       1.59%,       6.22%,       -2.42%,       -4.36%
$RNG,        10/07/2019,        I,        -0.45%,       2.17%,       -3.29%,       62.7%,       37.45%,       27.37%
$AAPL,        10/04/2019,        L,        0.02%,       4.05%,       13.43%,       105.28%,       3.74%,       8.52%
$ARE,        10/04/2019,        D,        -0.29%,       -0.54%,       1.55%,       7.88%,       1.1%,       1.45%
$AVB,        10/04/2019,        D,        0.09%,       -0.42%,       -2.17%,       -26.74%,       2.21%,       1.31%
$CLX,        10/04/2019,        F,        -0.15%,       -0.75%,       -3.22%,       38.14%,       -0.85%,       -7.9%
$ENPH,        10/04/2019,        L,        1.28%,       3.54%,       -23.45%,       318.12%,       5.35%,       -15.83%
$EQIX,        10/04/2019,        D,        -0.75%,       -2.59%,       -6.61%,       35.52%,       0.87%,       4.15%
$GS,        10/04/2019,        D,        -0.2%,       1.93%,       9.5%,       0.5%,       -3.91%,       -0.46%
$HRL,        10/04/2019,        D,        -0.09%,       -5.9%,       -4.71%,       13.17%,       0.46%,       2.85%
$KEM,        10/04/2019,        L,        --%,       --%,       --%,       --%,       --%,       --%
$KIM,        10/04/2019,        D,        0.63%,       1.17%,       4.39%,       -41.71%,       -1.68%,       8.93%
$MU,        10/04/2019,        D,        -0.88%,       1.23%,       11.31%,       6.85%,       3.1%,       -4.83%
$NKE,        10/04/2019,        L,        0.11%,       0.87%,       -3.45%,       37.43%,       0.82%,       7.78%
$SFIX,        10/04/2019,        I,        2.7%,       11.12%,       18.36%,       46.4%,       6.92%,       5.6%
$VTR,        10/04/2019,        D,        -1.18%,       -3.26%,       -16.27%,       -40.84%,       1.24%,       -0.61%
$WEN,        10/04/2019,        D,        -2.8%,       0.43%,       -0.63%,       13.82%,       3.4%,       -7.01%
$WFC,        10/04/2019,        D,        -0.81%,       0.0%,       7.13%,       -50.31%,       -2.96%,       5.83%
$AXP,        09/27/2019,        D,        -0.26%,       -3.52%,       -0.01%,       -16.67%,       1.53%,       -0.42%
$AZN,        09/27/2019,        F,        -1.57%,       -4.35%,       5.45%,       20.91%,       0.22%,       1.07%
$CAG,        09/27/2019,        F,        1.32%,       -4.69%,       -9.84%,       17.11%,       1.58%,       6.43%
$COST,        09/27/2019,        D,        0.76%,       2.0%,       4.54%,       22.27%,       -0.14%,       -2.9%
$GSK,        09/27/2019,        F,        0.8%,       -0.83%,       4.87%,       -10.58%,       1.71%,       2.49%
$LEN,        09/27/2019,        D,        2.07%,       8.72%,       10.14%,       45.54%,       1.15%,       8.55%
$MKC,        09/27/2019,        D,        -0.32%,       7.76%,       2.18%,       24.48%,       -2.09%,       -4.31%
$NVS,        09/27/2019,        F,        -0.57%,       -1.67%,       -0.55%,       -0.4%,       0.38%,       -1.78%
$PEP,        09/27/2019,        D,        1.11%,       3.45%,       0.72%,       1.75%,       0.66%,       0.3%
$SFIX,        09/27/2019,        D,        4.96%,       6.92%,       29.61%,       49.95%,       -6.62%,       -4.83%
$STZ,        09/27/2019,        D,        0.62%,       -5.95%,       -6.35%,       -9.98%,       0.44%,       2.07%
$UTX,        09/27/2019,        D,        --%,       --%,       --%,       --%,       --%,       --%
$V,        09/27/2019,        D,        -1.14%,       1.14%,       3.36%,       15.13%,       -0.03%,       -2.61%
$AMD,        09/26/2019,        L,        -2.54%,       -2.68%,       14.32%,       164.88%,       -2.71%,       -2.42%
$JBL,        09/26/2019,        D,        -0.37%,       -2.01%,       4.75%,       -5.43%,       13.48%,       36.42%
$KBH,        09/26/2019,        D,        -0.61%,       1.13%,       8.4%,       11.21%,       4.84%,       17.56%
$MLHR,        09/26/2019,        F,        -0.15%,       -1.24%,       0.02%,       -34.21%,       1.93%,       12.37%
$SCS,        09/26/2019,        F,        0.05%,       -2.17%,       -3.42%,       -47.23%,       9.92%,       20.81%
$TMHC,        09/26/2019,        I,        -1.75%,       -0.31%,       2.99%,       -9.04%,       2.22%,       11.8%
$TTWO,        09/26/2019,        L,        -2.21%,       -4.95%,       -3.15%,       30.77%,       -2.93%,       -3.11%
$UNH,        09/26/2019,        D,        -0.1%,       -0.06%,       14.65%,       40.38%,       -7.46%,       -3.34%
$CRWD,        09/25/2019,        L,        -6.0%,       -8.69%,       -19.2%,       115.9%,       -12.46%,       -30.22%
$DLTR,        09/25/2019,        L,        -0.43%,       0.11%,       1.42%,       -21.71%,       0.61%,       17.82%
$FUN,        09/25/2019,        L,        2.09%,       5.68%,       0.99%,       -51.65%,       2.52%,       3.33%
$NKE,        09/25/2019,        F,        1.5%,       0.75%,       0.12%,       37.37%,       3.1%,       10.41%
$TWLO,        09/25/2019,        I,        0.43%,       -3.46%,       -3.12%,       115.88%,       -1.88%,       -15.04%
$VTR,        09/25/2019,        L,        1.22%,       0.1%,       -9.39%,       -44.18%,       0.46%,       -0.12%
$WHR,        09/25/2019,        F,        2.98%,       1.71%,       5.99%,       16.69%,       0.89%,       10.67%
$D,        09/24/2019,        L,        -0.56%,       0.47%,       2.33%,       -5.65%,       2.29%,       6.45%
$DIS,        09/24/2019,        I,        0.85%,       -1.83%,       -1.3%,       -6.58%,       -3.18%,       0.23%
$GWPH,        09/24/2019,        I,        2.73%,       -6.58%,       9.26%,       -15.73%,       -13.79%,       -18.42%
$QCOM,        09/24/2019,        L,        2.7%,       0.32%,       5.0%,       46.98%,       -4.4%,       2.33%
$WTR,        09/24/2019,        L,        --%,       --%,       --%,       --%,       --%,       --%
$CGC,        09/23/2019,        I,        -6.21%,       -10.43%,       -15.04%,       -37.34%,       -7.78%,       2.85%
$EXAS,        09/23/2019,        L,        -4.1%,       -12.91%,       -15.68%,       -29.73%,       -0.61%,       -11.28%
$FIS,        09/23/2019,        L,        1.05%,       0.94%,       -3.46%,       11.15%,       -1.16%,       -2.19%
$NEE,        09/23/2019,        L,        1.43%,       3.42%,       4.76%,       23.43%,       3.19%,       1.52%
$NTNX,        09/23/2019,        I,        -3.36%,       -0.91%,       5.4%,       -14.35%,       -2.65%,       31.53%
$PYPL,        09/23/2019,        L,        -1.35%,       -1.45%,       -8.06%,       78.65%,       -1.32%,       -0.88%
$T,        09/23/2019,        D,        -0.59%,       0.64%,       0.37%,       -24.18%,       0.78%,       7.98%
$AAPL,        09/20/2019,        D,        0.45%,       0.5%,       10.46%,       102.23%,       -0.47%,       2.39%
$ABBV,        09/20/2019,        F,        0.75%,       3.4%,       6.78%,       23.07%,       2.67%,       7.18%
$ACN,        09/20/2019,        D,        -0.13%,       -0.89%,       -2.98%,       21.14%,       -0.79%,       -1.35%
$BSX,        09/20/2019,        D,        -0.32%,       -6.88%,       -10.72%,       -10.95%,       3.54%,       1.74%
$CTAS,        09/20/2019,        D,        0.34%,       4.87%,       6.39%,       24.75%,       2.88%,       -5.18%
$EL,        09/20/2019,        D,        0.57%,       2.3%,       -3.23%,       8.3%,       -1.49%,       -5.8%
$FNKO,        09/20/2019,        L,        -3.01%,       -8.44%,       -17.43%,       -72.49%,       -19.97%,       -6.36%
$KBH,        09/20/2019,        D,        0.48%,       3.37%,       15.16%,       23.71%,       4.14%,       11.71%
$LHX,        09/20/2019,        L,        0.62%,       -1.44%,       -5.81%,       -16.23%,       2.18%,       -1.03%
$PG,        09/20/2019,        D,        0.8%,       1.91%,       -2.59%,       11.84%,       0.1%,       2.55%
$SBUX,        09/20/2019,        D,        0.82%,       -1.89%,       -5.24%,       -6.86%,       -0.45%,       -6.49%
$TMO,        09/20/2019,        L,        -1.98%,       -3.01%,       -4.32%,       43.58%,       -0.44%,       6.49%
$VFC,        09/20/2019,        D,        2.25%,       3.64%,       9.05%,       -19.82%,       -5.13%,       5.75%
$YUMC,        09/20/2019,        D,        2.06%,       0.65%,       -1.41%,       13.57%,       -4.16%,       -1.24%
$ZS,        09/20/2019,        I,        -2.2%,       -8.67%,       -18.04%,       162.25%,       8.36%,       -29.51%
$CMG,        09/19/2019,        F,        0.31%,       -1.75%,       2.34%,       46.08%,       3.31%,       1.46%
$COST,        09/19/2019,        D,        -0.51%,       0.15%,       4.6%,       16.72%,       -0.71%,       5.44%
$CWEN,        09/19/2019,        L,        -0.33%,       0.72%,       10.77%,       42.35%,       -0.77%,       2.78%
$DOCU,        09/19/2019,        L,        2.27%,       -1.53%,       4.21%,       207.54%,       0.68%,       41.97%
$ETSY,        09/19/2019,        L,        2.27%,       -7.91%,       -1.74%,       89.18%,       7.63%,       11.68%
$EXPE,        09/19/2019,        I,        -0.22%,       -1.2%,       1.32%,       -30.25%,       2.15%,       2.96%
$MSFT,        09/19/2019,        D,        -1.16%,       -1.08%,       -1.87%,       42.05%,       2.58%,       2.78%
$MU,        09/19/2019,        L,        -1.32%,       -2.45%,       -9.23%,       1.85%,       -1.23%,       12.64%
$RVLV,        09/19/2019,        L,        -1.16%,       -8.38%,       -6.01%,       -28.08%,       -2.03%,       1.43%
$T,        09/19/2019,        L,        2.05%,       0.62%,       2.91%,       -22.13%,       -3.2%,       6.2%
$WEN,        09/19/2019,        D,        1.02%,       -2.53%,       5.06%,       2.0%,       4.58%,       -0.58%
$ADBE,        09/18/2019,        F,        0.55%,       -0.82%,       -5.08%,       69.56%,       0.7%,       -2.86%
$AEP,        09/18/2019,        L,        0.17%,       1.3%,       1.2%,       -13.95%,       1.45%,       2.73%
$AGCO,        09/18/2019,        I,        1.26%,       -0.29%,       -2.81%,       0.21%,       -1.35%,       10.16%
$COST,        09/18/2019,        L,        -1.57%,       -1.34%,       3.57%,       15.88%,       0.6%,       6.1%
$CRON,        09/18/2019,        I,        -6.66%,       -12.68%,       -24.09%,       -52.19%,       -5.03%,       -7.59%
$ED,        09/18/2019,        L,        0.44%,       2.74%,       0.01%,       -17.0%,       1.72%,       3.79%
$MU,        09/18/2019,        L,        -1.31%,       -2.0%,       -13.89%,       0.99%,       0.0%,       12.15%
$NFG,        09/18/2019,        L,        -0.89%,       -1.11%,       -8.2%,       -12.95%,       -2.88%,       2.3%
$TECD,        09/18/2019,        I,        --%,       --%,       --%,       --%,       --%,       --%
$TTD,        09/18/2019,        L,        1.09%,       -6.51%,       -6.4%,       106.02%,       -1.7%,       -14.33%
$AAPL,        09/17/2019,        D,        0.94%,       -1.37%,       6.61%,       103.23%,       1.85%,       6.88%
$ADBE,        09/17/2019,        I,        -1.75%,       -4.29%,       -5.43%,       67.2%,       3.1%,       -0.96%
